Title,Chunk,Metadata
Artemis Fowl,"Artemis Fowl (2020) is a adventure, family, fantasy film directed by Kenneth Branagh. Featuring Ferdia Shaw, this movie has an IMDb rating of 4.3/10 and a MetaScore of 31.0. With a runtime of 95 minutes, it is rated PG.","{'Title': 'Artemis Fowl', 'IMDb Rating': 4.3, 'Year': 2020, 'Certificates': 'PG', 'Director': 'Kenneth Branagh', 'Star Cast': 'Ferdia Shaw', 'MetaScore': 31.0, 'Duration (minutes)': 95.0, 'Genres': 'Adventure, Family, Fantasy', 'Genre 1': 'Adventure', 'Genre 2': 'Family', 'Genre 3': 'Fantasy', 'Actor 1': 'Ferdia Shaw', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Autumn and the Black Jaguar,"Autumn and the Black Jaguar (2024) is a adventure, comedy, family film directed by Gilles de Maistre. Featuring Emily Bett, Rickards, this movie has an IMDb rating of 5.6/10 and a MetaScore of 57.1. With a runtime of 100 minutes, it is rated PG.","{'Title': 'Autumn and the Black Jaguar', 'IMDb Rating': 5.6, 'Year': 2024, 'Certificates': 'PG', 'Director': 'Gilles de Maistre', 'Star Cast': 'Emily Bett,Rickards', 'MetaScore': 57.1, 'Duration (minutes)': 100.0, 'Genres': 'Adventure, Comedy, Family', 'Genre 1': 'Adventure', 'Genre 2': 'Comedy', 'Genre 3': 'Family', 'Actor 1': 'Emily Bett', 'Actor 2': 'Rickards', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Our Town,"Our Town (1940) is a drama, family, romance film directed by Sam Wood. Featuring William Holden, this movie has an IMDb rating of 6.5/10 and a MetaScore of 57.1. With a runtime of 90 minutes, it is rated Approved.","{'Title': 'Our Town', 'IMDb Rating': 6.5, 'Year': 1940, 'Certificates': 'Approved', 'Director': 'Sam Wood', 'Star Cast': 'William Holden', 'MetaScore': 57.1, 'Duration (minutes)': 90.0, 'Genres': 'Drama, Family, Romance', 'Genre 1': 'Drama', 'Genre 2': 'Family', 'Genre 3': 'Romance', 'Actor 1': 'William Holden', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
A Christmas Carol,"A Christmas Carol (2009) is a animation, adventure, comedy film directed by Robert Zemeckis. Featuring Jim Carrey, this movie has an IMDb rating of 6.8/10 and a MetaScore of 55.0. With a runtime of 96 minutes, it is rated PG.","{'Title': 'A Christmas Carol', 'IMDb Rating': 6.8, 'Year': 2009, 'Certificates': 'PG', 'Director': 'Robert Zemeckis', 'Star Cast': 'Jim Carrey', 'MetaScore': 55.0, 'Duration (minutes)': 96.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Jim Carrey', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Peanuts Movie,"The Peanuts Movie (2015) is a animation, adventure, comedy film directed by Steve Martino. Featuring Noah Schnapp, this movie has an IMDb rating of 7.0/10 and a MetaScore of 67.0. With a runtime of 88 minutes, it is rated G.","{'Title': 'The Peanuts Movie', 'IMDb Rating': 7.0, 'Year': 2015, 'Certificates': 'G', 'Director': 'Steve Martino', 'Star Cast': 'Noah Schnapp', 'MetaScore': 67.0, 'Duration (minutes)': 88.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Noah Schnapp', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Mary and the Witch's Flower,"Mary and the Witch's Flower (2017) is a animation, adventure, family film directed by Hiromasa Yonebayashi. Featuring Hana Sugisaki, this movie has an IMDb rating of 6.8/10 and a MetaScore of 74.0. With a runtime of 103 minutes, it is rated PG.","{'Title': ""Mary and the Witch's Flower"", 'IMDb Rating': 6.8, 'Year': 2017, 'Certificates': 'PG', 'Director': 'Hiromasa Yonebayashi', 'Star Cast': 'Hana Sugisaki', 'MetaScore': 74.0, 'Duration (minutes)': 103.0, 'Genres': 'Animation, Adventure, Family', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Family', 'Actor 1': 'Hana Sugisaki', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Zoey 102,"Zoey 102 (2023) is a comedy, drama, family film directed by Nancy Hower. Featuring Jamie Lynn, Spears, this movie has an IMDb rating of 4.9/10 and a MetaScore of 57.1. With a runtime of 101 minutes, it is rated TV-14.","{'Title': 'Zoey 102', 'IMDb Rating': 4.9, 'Year': 2023, 'Certificates': 'TV-14', 'Director': 'Nancy Hower', 'Star Cast': 'Jamie Lynn,Spears', 'MetaScore': 57.1, 'Duration (minutes)': 101.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Jamie Lynn', 'Actor 2': 'Spears', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Luv Ki Arrange Marriage,"Luv Ki Arrange Marriage (2024) is a comedy, family, family film directed by Ishrat R. Khan. Featuring Ravi Chauhan, this movie has an IMDb rating of 4.7/10 and a MetaScore of 57.1. With a runtime of 100 minutes, it is rated PG.","{'Title': 'Luv Ki Arrange Marriage', 'IMDb Rating': 4.7, 'Year': 2024, 'Certificates': 'PG', 'Director': 'Ishrat R. Khan', 'Star Cast': 'Ravi Chauhan', 'MetaScore': 57.1, 'Duration (minutes)': 100.0, 'Genres': 'Comedy, Family, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Family', 'Genre 3': 'Family', 'Actor 1': 'Ravi Chauhan', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Spy Next Door,"The Spy Next Door (2010) is a action, comedy, family film directed by Brian Levant. Featuring Jackie Chan, this movie has an IMDb rating of 5.4/10 and a MetaScore of 27.0. With a runtime of 94 minutes, it is rated PG.","{'Title': 'The Spy Next Door', 'IMDb Rating': 5.4, 'Year': 2010, 'Certificates': 'PG', 'Director': 'Brian Levant', 'Star Cast': 'Jackie Chan', 'MetaScore': 27.0, 'Duration (minutes)': 94.0, 'Genres': 'Action, Comedy, Family', 'Genre 1': 'Action', 'Genre 2': 'Comedy', 'Genre 3': 'Family', 'Actor 1': 'Jackie Chan', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Teenage Mutant Ninja Turtles III,"Teenage Mutant Ninja Turtles III (1993) is a action, adventure, comedy film directed by Stuart Gillard. Featuring Elias Koteas, this movie has an IMDb rating of 4.8/10 and a MetaScore of 40.0. With a runtime of 96 minutes, it is rated PG.","{'Title': 'Teenage Mutant Ninja Turtles III', 'IMDb Rating': 4.8, 'Year': 1993, 'Certificates': 'PG', 'Director': 'Stuart Gillard', 'Star Cast': 'Elias Koteas', 'MetaScore': 40.0, 'Duration (minutes)': 96.0, 'Genres': 'Action, Adventure, Comedy', 'Genre 1': 'Action', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Elias Koteas', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Eight Below,"Eight Below (2006) is a adventure, drama, family film directed by Frank Marshall. Featuring Paul Walker, this movie has an IMDb rating of 7.3/10 and a MetaScore of 64.0. With a runtime of 120 minutes, it is rated PG.","{'Title': 'Eight Below', 'IMDb Rating': 7.3, 'Year': 2006, 'Certificates': 'PG', 'Director': 'Frank Marshall', 'Star Cast': 'Paul Walker', 'MetaScore': 64.0, 'Duration (minutes)': 120.0, 'Genres': 'Adventure, Drama, Family', 'Genre 1': 'Adventure', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Paul Walker', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Smallfoot,"Smallfoot (2018) is a animation, adventure, comedy film directed by Karey Kirkpatrick. Featuring Channing Tatum, this movie has an IMDb rating of 6.6/10 and a MetaScore of 60.0. With a runtime of 96 minutes, it is rated PG.","{'Title': 'Smallfoot', 'IMDb Rating': 6.6, 'Year': 2018, 'Certificates': 'PG', 'Director': 'Karey Kirkpatrick', 'Star Cast': 'Channing Tatum', 'MetaScore': 60.0, 'Duration (minutes)': 96.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Channing Tatum', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Greatest Show on Earth,"The Greatest Show on Earth (1952) is a drama, family, romance film directed by Cecil B. DeMille. Featuring James Stewart, this movie has an IMDb rating of 6.5/10 and a MetaScore of 76.0. With a runtime of 152 minutes, it is rated Approved.","{'Title': 'The Greatest Show on Earth', 'IMDb Rating': 6.5, 'Year': 1952, 'Certificates': 'Approved', 'Director': 'Cecil B. DeMille', 'Star Cast': 'James Stewart', 'MetaScore': 76.0, 'Duration (minutes)': 152.0, 'Genres': 'Drama, Family, Romance', 'Genre 1': 'Drama', 'Genre 2': 'Family', 'Genre 3': 'Romance', 'Actor 1': 'James Stewart', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Finding 'Ohana,"Finding 'Ohana (2021) is a action, adventure, comedy film directed by Jude Weng. Featuring Kea Peahu, this movie has an IMDb rating of 6.1/10 and a MetaScore of 69.0. With a runtime of 123 minutes, it is rated PG.","{'Title': ""Finding 'Ohana"", 'IMDb Rating': 6.1, 'Year': 2021, 'Certificates': 'PG', 'Director': 'Jude Weng', 'Star Cast': 'Kea Peahu', 'MetaScore': 69.0, 'Duration (minutes)': 123.0, 'Genres': 'Action, Adventure, Comedy', 'Genre 1': 'Action', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Kea Peahu', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Akeelah and the Bee,"Akeelah and the Bee (2006) is a drama, family, family film directed by Doug Atchison. Featuring Angela Bassett, this movie has an IMDb rating of 7.4/10 and a MetaScore of 72.0. With a runtime of 112 minutes, it is rated PG.","{'Title': 'Akeelah and the Bee', 'IMDb Rating': 7.4, 'Year': 2006, 'Certificates': 'PG', 'Director': 'Doug Atchison', 'Star Cast': 'Angela Bassett', 'MetaScore': 72.0, 'Duration (minutes)': 112.0, 'Genres': 'Drama, Family, Family', 'Genre 1': 'Drama', 'Genre 2': 'Family', 'Genre 3': 'Family', 'Actor 1': 'Angela Bassett', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Many Adventures of Winnie the Pooh,"The Many Adventures of Winnie the Pooh (1977) is a animation, comedy, family film directed by John Lounsbery. Featuring Sebastian Cabot, this movie has an IMDb rating of 7.5/10 and a MetaScore of 57.1. With a runtime of 74 minutes, it is rated G.","{'Title': 'The Many Adventures of Winnie the Pooh', 'IMDb Rating': 7.5, 'Year': 1977, 'Certificates': 'G', 'Director': 'John Lounsbery', 'Star Cast': 'Sebastian Cabot', 'MetaScore': 57.1, 'Duration (minutes)': 74.0, 'Genres': 'Animation, Comedy, Family', 'Genre 1': 'Animation', 'Genre 2': 'Comedy', 'Genre 3': 'Family', 'Actor 1': 'Sebastian Cabot', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Zoom,"Zoom (2006) is a action, adventure, comedy film directed by Peter Hewitt. Featuring Tim Allen, this movie has an IMDb rating of 4.4/10 and a MetaScore of 26.0. With a runtime of 83 minutes, it is rated PG.","{'Title': 'Zoom', 'IMDb Rating': 4.4, 'Year': 2006, 'Certificates': 'PG', 'Director': 'Peter Hewitt', 'Star Cast': 'Tim Allen', 'MetaScore': 26.0, 'Duration (minutes)': 83.0, 'Genres': 'Action, Adventure, Comedy', 'Genre 1': 'Action', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Tim Allen', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Old Yeller,"Old Yeller (1957) is a adventure, drama, family film directed by Robert Stevenson. Featuring Dorothy Mc, Guire, this movie has an IMDb rating of 7.2/10 and a MetaScore of 84.0. With a runtime of 83 minutes, it is rated Approved.","{'Title': 'Old Yeller', 'IMDb Rating': 7.2, 'Year': 1957, 'Certificates': 'Approved', 'Director': 'Robert Stevenson', 'Star Cast': 'Dorothy Mc,Guire', 'MetaScore': 84.0, 'Duration (minutes)': 83.0, 'Genres': 'Adventure, Drama, Family', 'Genre 1': 'Adventure', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Dorothy Mc', 'Actor 2': 'Guire', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Adventures of Milo and Otis,"The Adventures of Milo and Otis (1986) is a adventure, drama, family film directed by Masanori Hata. Featuring Kyôko Koizumi, this movie has an IMDb rating of 6.9/10 and a MetaScore of 72.0. With a runtime of 76 minutes, it is rated G.","{'Title': 'The Adventures of Milo and Otis', 'IMDb Rating': 6.9, 'Year': 1986, 'Certificates': 'G', 'Director': 'Masanori Hata', 'Star Cast': 'Kyôko Koizumi', 'MetaScore': 72.0, 'Duration (minutes)': 76.0, 'Genres': 'Adventure, Drama, Family', 'Genre 1': 'Adventure', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Kyôko Koizumi', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Quest for Camelot,"Quest for Camelot (1998) is a animation, adventure, comedy film directed by Frederik Du Chau. Featuring Jessalyn Gilsig, this movie has an IMDb rating of 6.2/10 and a MetaScore of 50.0. With a runtime of 86 minutes, it is rated G.","{'Title': 'Quest for Camelot', 'IMDb Rating': 6.2, 'Year': 1998, 'Certificates': 'G', 'Director': 'Frederik Du Chau', 'Star Cast': 'Jessalyn Gilsig', 'MetaScore': 50.0, 'Duration (minutes)': 86.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Jessalyn Gilsig', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Wolf and the Lion,"The Wolf and the Lion (2021) is a adventure, drama, family film directed by Gilles de Maistre. Featuring Molly Kunz, this movie has an IMDb rating of 6.2/10 and a MetaScore of 36.0. With a runtime of 99 minutes, it is rated PG.","{'Title': 'The Wolf and the Lion', 'IMDb Rating': 6.2, 'Year': 2021, 'Certificates': 'PG', 'Director': 'Gilles de Maistre', 'Star Cast': 'Molly Kunz', 'MetaScore': 36.0, 'Duration (minutes)': 99.0, 'Genres': 'Adventure, Drama, Family', 'Genre 1': 'Adventure', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Molly Kunz', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Tall Girl 2,"Tall Girl 2 (2022) is a comedy, drama, family film directed by Emily Ting. Featuring Ava Michelle, this movie has an IMDb rating of 4.7/10 and a MetaScore of 35.0. With a runtime of 97 minutes, it is rated TV-PG.","{'Title': 'Tall Girl 2', 'IMDb Rating': 4.7, 'Year': 2022, 'Certificates': 'TV-PG', 'Director': 'Emily Ting', 'Star Cast': 'Ava Michelle', 'MetaScore': 35.0, 'Duration (minutes)': 97.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Ava Michelle', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Sherlock Gnomes,"Sherlock Gnomes (2018) is a animation, adventure, comedy film directed by John Stevenson. Featuring Johnny Depp, this movie has an IMDb rating of 5.2/10 and a MetaScore of 36.0. With a runtime of 86 minutes, it is rated PG.","{'Title': 'Sherlock Gnomes', 'IMDb Rating': 5.2, 'Year': 2018, 'Certificates': 'PG', 'Director': 'John Stevenson', 'Star Cast': 'Johnny Depp', 'MetaScore': 36.0, 'Duration (minutes)': 86.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Johnny Depp', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014) is a comedy, drama, family film directed by Miguel Arteta. Featuring Steve Carell, this movie has an IMDb rating of 6.2/10 and a MetaScore of 54.0. With a runtime of 81 minutes, it is rated PG.","{'Title': 'Alexander and the Terrible, Horrible, No Good, Very Bad Day', 'IMDb Rating': 6.2, 'Year': 2014, 'Certificates': 'PG', 'Director': 'Miguel Arteta', 'Star Cast': 'Steve Carell', 'MetaScore': 54.0, 'Duration (minutes)': 81.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Steve Carell', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Red Shoes and the Seven Dwarfs,"Red Shoes and the Seven Dwarfs (2019) is a animation, action, adventure film directed by Hong Sung-ho. Featuring Chloë Grace, Moretz, this movie has an IMDb rating of 6.4/10 and a MetaScore of 57.1. With a runtime of 92 minutes, it is rated PG.","{'Title': 'Red Shoes and the Seven Dwarfs', 'IMDb Rating': 6.4, 'Year': 2019, 'Certificates': 'PG', 'Director': 'Hong Sung-ho', 'Star Cast': 'Chloë Grace,Moretz', 'MetaScore': 57.1, 'Duration (minutes)': 92.0, 'Genres': 'Animation, Action, Adventure', 'Genre 1': 'Animation', 'Genre 2': 'Action', 'Genre 3': 'Adventure', 'Actor 1': 'Chloë Grace', 'Actor 2': 'Moretz', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Wolf Children,"Wolf Children (2012) is a animation, drama, family film directed by Mamoru Hosoda. Featuring Aoi Miyazaki, this movie has an IMDb rating of 8.1/10 and a MetaScore of 71.0. With a runtime of 117 minutes, it is rated PG.","{'Title': 'Wolf Children', 'IMDb Rating': 8.1, 'Year': 2012, 'Certificates': 'PG', 'Director': 'Mamoru Hosoda', 'Star Cast': 'Aoi Miyazaki', 'MetaScore': 71.0, 'Duration (minutes)': 117.0, 'Genres': 'Animation, Drama, Family', 'Genre 1': 'Animation', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Aoi Miyazaki', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Monster Trucks,"Monster Trucks (2016) is a action, adventure, comedy film directed by Chris Wedge. Featuring Lucas Till, this movie has an IMDb rating of 5.7/10 and a MetaScore of 41.0. With a runtime of 104 minutes, it is rated PG.","{'Title': 'Monster Trucks', 'IMDb Rating': 5.7, 'Year': 2016, 'Certificates': 'PG', 'Director': 'Chris Wedge', 'Star Cast': 'Lucas Till', 'MetaScore': 41.0, 'Duration (minutes)': 104.0, 'Genres': 'Action, Adventure, Comedy', 'Genre 1': 'Action', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Lucas Till', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Prince and Me,"The Prince and Me (2004) is a comedy, family, romance film directed by Martha Coolidge. Featuring Julia Stiles, this movie has an IMDb rating of 5.9/10 and a MetaScore of 47.0. With a runtime of 111 minutes, it is rated PG.","{'Title': 'The Prince and Me', 'IMDb Rating': 5.9, 'Year': 2004, 'Certificates': 'PG', 'Director': 'Martha Coolidge', 'Star Cast': 'Julia Stiles', 'MetaScore': 47.0, 'Duration (minutes)': 111.0, 'Genres': 'Comedy, Family, Romance', 'Genre 1': 'Comedy', 'Genre 2': 'Family', 'Genre 3': 'Romance', 'Actor 1': 'Julia Stiles', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Ernest Scared Stupid,"Ernest Scared Stupid (1991) is a comedy, family, fantasy film directed by John R. Cherry III. Featuring Jim Varney, this movie has an IMDb rating of 5.8/10 and a MetaScore of 38.0. With a runtime of 91 minutes, it is rated PG.","{'Title': 'Ernest Scared Stupid', 'IMDb Rating': 5.8, 'Year': 1991, 'Certificates': 'PG', 'Director': 'John R. Cherry III', 'Star Cast': 'Jim Varney', 'MetaScore': 38.0, 'Duration (minutes)': 91.0, 'Genres': 'Comedy, Family, Fantasy', 'Genre 1': 'Comedy', 'Genre 2': 'Family', 'Genre 3': 'Fantasy', 'Actor 1': 'Jim Varney', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Abominable,"Abominable (2019) is a animation, adventure, comedy film directed by Jill Culton. Featuring Chloe Bennet, this movie has an IMDb rating of 7.0/10 and a MetaScore of 61.0. With a runtime of 97 minutes, it is rated PG.","{'Title': 'Abominable', 'IMDb Rating': 7.0, 'Year': 2019, 'Certificates': 'PG', 'Director': 'Jill Culton', 'Star Cast': 'Chloe Bennet', 'MetaScore': 61.0, 'Duration (minutes)': 97.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Chloe Bennet', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Loud House Movie,"The Loud House Movie (2021) is a animation, adventure, comedy film directed by Dave Needham. Featuring Asher Bishop, this movie has an IMDb rating of 6.1/10 and a MetaScore of 57.1. With a runtime of 83 minutes, it is rated TV-Y7.","{'Title': 'The Loud House Movie', 'IMDb Rating': 6.1, 'Year': 2021, 'Certificates': 'TV-Y7', 'Director': 'Dave Needham', 'Star Cast': 'Asher Bishop', 'MetaScore': 57.1, 'Duration (minutes)': 83.0, 'Genres': 'Animation, Adventure, Comedy', 'Genre 1': 'Animation', 'Genre 2': 'Adventure', 'Genre 3': 'Comedy', 'Actor 1': 'Asher Bishop', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
An Unfinished Life,"An Unfinished Life (2005) is a drama, family, romance film directed by Lasse Hallström. Featuring Jennifer Lopez, this movie has an IMDb rating of 7.0/10 and a MetaScore of 49.0. With a runtime of 108 minutes, it is rated PG-13.","{'Title': 'An Unfinished Life', 'IMDb Rating': 7.0, 'Year': 2005, 'Certificates': 'PG-13', 'Director': 'Lasse Hallström', 'Star Cast': 'Jennifer Lopez', 'MetaScore': 49.0, 'Duration (minutes)': 108.0, 'Genres': 'Drama, Family, Romance', 'Genre 1': 'Drama', 'Genre 2': 'Family', 'Genre 3': 'Romance', 'Actor 1': 'Jennifer Lopez', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Where Is the Friend's House?,"Where Is the Friend's House? (1987) is a drama, family, family film directed by Abbas Kiarostami. Featuring Babek Ahmed, Poor, this movie has an IMDb rating of 8.1/10 and a MetaScore of 57.1. With a runtime of 83 minutes, it is rated Not Rated.","{'Title': ""Where Is the Friend's House?"", 'IMDb Rating': 8.1, 'Year': 1987, 'Certificates': 'Not Rated', 'Director': 'Abbas Kiarostami', 'Star Cast': 'Babek Ahmed,Poor', 'MetaScore': 57.1, 'Duration (minutes)': 83.0, 'Genres': 'Drama, Family, Family', 'Genre 1': 'Drama', 'Genre 2': 'Family', 'Genre 3': 'Family', 'Actor 1': 'Babek Ahmed', 'Actor 2': 'Poor', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Ice Princess,"Ice Princess (2005) is a comedy, drama, family film directed by Tim Fywell. Featuring Michelle Trachtenberg, this movie has an IMDb rating of 6.0/10 and a MetaScore of 55.0. With a runtime of 98 minutes, it is rated G.","{'Title': 'Ice Princess', 'IMDb Rating': 6.0, 'Year': 2005, 'Certificates': 'G', 'Director': 'Tim Fywell', 'Star Cast': 'Michelle Trachtenberg', 'MetaScore': 55.0, 'Duration (minutes)': 98.0, 'Genres': 'Comedy, Drama, Family', 'Genre 1': 'Comedy', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Michelle Trachtenberg', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Heaven Is for Real,"Heaven Is for Real (2014) is a biography, drama, family film directed by Randall Wallace. Featuring Greg Kinnear, this movie has an IMDb rating of 5.8/10 and a MetaScore of 47.0. With a runtime of 99 minutes, it is rated PG.","{'Title': 'Heaven Is for Real', 'IMDb Rating': 5.8, 'Year': 2014, 'Certificates': 'PG', 'Director': 'Randall Wallace', 'Star Cast': 'Greg Kinnear', 'MetaScore': 47.0, 'Duration (minutes)': 99.0, 'Genres': 'Biography, Drama, Family', 'Genre 1': 'Biography', 'Genre 2': 'Drama', 'Genre 3': 'Family', 'Actor 1': 'Greg Kinnear', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Tom and Huck,"Tom and Huck (1995) is a adventure, comedy, drama film directed by Peter Hewitt. Featuring Jonathan Taylor, Thomas, this movie has an IMDb rating of 5.5/10 and a MetaScore of 57.1. With a runtime of 97 minutes, it is rated PG.","{'Title': 'Tom and Huck', 'IMDb Rating': 5.5, 'Year': 1995, 'Certificates': 'PG', 'Director': 'Peter Hewitt', 'Star Cast': 'Jonathan Taylor,Thomas', 'MetaScore': 57.1, 'Duration (minutes)': 97.0, 'Genres': 'Adventure, Comedy, Drama', 'Genre 1': 'Adventure', 'Genre 2': 'Comedy', 'Genre 3': 'Drama', 'Actor 1': 'Jonathan Taylor', 'Actor 2': 'Thomas', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
Star Wars: The Clone Wars,"Star Wars: The Clone Wars (2008) is a animation, action, adventure film directed by Dave Filoni. Featuring Matt Lanter, this movie has an IMDb rating of 5.9/10 and a MetaScore of 35.0. With a runtime of 98 minutes, it is rated PG.","{'Title': 'Star Wars: The Clone Wars', 'IMDb Rating': 5.9, 'Year': 2008, 'Certificates': 'PG', 'Director': 'Dave Filoni', 'Star Cast': 'Matt Lanter', 'MetaScore': 35.0, 'Duration (minutes)': 98.0, 'Genres': 'Animation, Action, Adventure', 'Genre 1': 'Animation', 'Genre 2': 'Action', 'Genre 3': 'Adventure', 'Actor 1': 'Matt Lanter', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
The Nutcracker and the Four Realms,"The Nutcracker and the Four Realms (2018) is a adventure, family, fantasy film directed by Lasse Hallström. Featuring Mackenzie Foy, this movie has an IMDb rating of 5.6/10 and a MetaScore of 39.0. With a runtime of 99 minutes, it is rated PG.","{'Title': 'The Nutcracker and the Four Realms', 'IMDb Rating': 5.6, 'Year': 2018, 'Certificates': 'PG', 'Director': 'Lasse Hallström', 'Star Cast': 'Mackenzie Foy', 'MetaScore': 39.0, 'Duration (minutes)': 99.0, 'Genres': 'Adventure, Family, Fantasy', 'Genre 1': 'Adventure', 'Genre 2': 'Family', 'Genre 3': 'Fantasy', 'Actor 1': 'Mackenzie Foy', 'Actor 2': '', 'Actor 3': '', 'Actor 4': '', 'Actor 5': ''}"
